
"Range 0-n" "Sequential" "Cuda - Coarse: 1 warp" "Cuda - Coarse: 16 warps" "Cuda - Coarse: 32 warps" "Cuda - Fine: 1 warp" "Cuda - Fine: 16 warps" "Cuda - Fine: 32 warps" "Cuda - Hybrid: 1 warp" "Cuda - Hybrid: 16 warps" "Cuda - Hybrid: 32 warps" "Omp (Dynamic, 1)" "Omp (Dynamic, 10)" "Omp (Static, 1)" "Omp (Static, 10)" "std::Async" 
1010    0.0021850434    0.0003751273    0.0004506818    0.0005124172    0.0033255878    0.0033993222    0.0034224618    0.0001831855    0.0001897732    0.0002148273    0.0003590986    0.0003432416    0.0003291689    0.0003419602    0.0000000659 
1020    0.0022187848    0.0003777381    0.0004494999    0.0005127159    0.0033505374    0.0034329864    0.0034543387    0.0001833528    0.0001905614    0.0002184560    0.0003657564    0.0003491537    0.0003351630    0.0003479170    0.0000000657 
1030    0.0022557434    0.0003864959    0.0004565940    0.0005208442    0.0033947919    0.0034734162    0.0034966886    0.0001925300    0.0001996635    0.0002204897    0.0003722107    0.0003560193    0.0003419771    0.0003547702    0.0000000666 
1040    0.0022935945    0.0003907413    0.0004565439    0.0005203750    0.0034225776    0.0035086252    0.0035307395    0.0001926952    0.0001992869    0.0002269269    0.0003788876    0.0003627325    0.0003483696    0.0003617973    0.0000000647 
1050    0.0023409657    0.0003910755    0.0004565692    0.0005209347    0.0034541841    0.0035418914    0.0035656349    0.0001929334    0.0002001283    0.0002219788    0.0003900175    0.0003697684    0.0003548059    0.0003684700    0.0000000681 
1060    0.0023691196    0.0003942109    0.0004563444    0.0005212616    0.0034866705    0.0035767323    0.0036041723    0.0001936390    0.0002011339    0.0002264806    0.0003917245    0.0003758102    0.0003614466    0.0003745942    0.0000000671 
1070    0.0023947402    0.0003965366    0.0004568314    0.0005204892    0.0035151996    0.0036103696    0.0036411135    0.0001963996    0.0002020435    0.0002241698    0.0003987242    0.0003830912    0.0003682119    0.0003817463    0.0000000659 
1080    0.0024316949    0.0003986590    0.0004569351    0.0005209124    0.0035471889    0.0036447076    0.0036728516    0.0001954215    0.0002026279    0.0002251707    0.0004056293    0.0003900455    0.0003752607    0.0003893938    0.0000000675 
1090    0.0024685346    0.0004016713    0.0004585999    0.0005236501    0.0035787550    0.0036794264    0.0037081496    0.0001951723    0.0002032603    0.0002260337    0.0004126937    0.0003973800    0.0003818350    0.0003958481    0.0000000650 
1100    0.0025043245    0.0004038257    0.0004573170    0.0005210355    0.0036112126    0.0037150878    0.0037481991    0.0001993413    0.0002041882    0.0002270770    0.0004190277    0.0004039048    0.0003889824    0.0004029066    0.0000000657 
1110    0.0025394764    0.0004061653    0.0004565835    0.0005203974    0.0036429813    0.0037503118    0.0037803390    0.0001986533    0.0002054704    0.0002282440    0.0004262620    0.0004115015    0.0003955847    0.0004098302    0.0000000668 
1120    0.0025808759    0.0004085837    0.0004562285    0.0005212801    0.0036739946    0.0037815244    0.0038152277    0.0001982027    0.0002060471    0.0002292606    0.0004332775    0.0004181414    0.0004026215    0.0004166843    0.0000000657 
